Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6      Egz.
Vardas5312           Pavarde5312                      9         6         9         3        10         1         1
Vardas5313           Pavarde5313                      8         7         7         2         4        10         1
Vardas5314           Pavarde5314                      8         1         3         1         4         6         6
Vardas5315           Pavarde5315                      4        10         6         9        10         2         8
Vardas5316           Pavarde5316                      6         3         9        10         1         5         8
Vardas5317           Pavarde5317                      5         1         4         7         1         8         8
Vardas5318           Pavarde5318                      4         4         1         5         7         7         4
Vardas5319           Pavarde5319                      9         9         7         8         4         3         8
Vardas5320           Pavarde5320                      7         7         8         4         7         1         1
Vardas5321           Pavarde5321                      6         7        10         5        10         8        10
Vardas5322           Pavarde5322                      2         9         7         3         8         9         2
Vardas5323           Pavarde5323                      4         8         8         2         5         4         3
Vardas5324           Pavarde5324                      2         2        10         5         1         4         7
Vardas5325           Pavarde5325                      5         2         6        10         5         4         1
Vardas5326           Pavarde5326                      8         3         5         2         1        10         4
Vardas5327           Pavarde5327                      6        10        10         4         9         8         7
Vardas5328           Pavarde5328                      1        10         6         4         3         6         6
Vardas5329           Pavarde5329                      8         8        10         5         3         8         2
Vardas5330           Pavarde5330                     10         5         6         3         2         2         9
Vardas5331           Pavarde5331                      8         3         8         5         7         9         5
Vardas5332           Pavarde5332                      1         2         5         4         1         5         4
Vardas5333           Pavarde5333                     10        10         6         2         6         9         4
Vardas5334           Pavarde5334                      2         8         2         4         8         5         8
Vardas5335           Pavarde5335                      4         6         1         2         8         6         2
Vardas5336           Pavarde5336                      9         2         6        10         2         6         3
Vardas5337           Pavarde5337                      2         8         9         4         3         9        10
Vardas5338           Pavarde5338                      4         7         1         2         5         5        10
Vardas5339           Pavarde5339                      1         8         8         9         9         1         9
Vardas5340           Pavarde5340                      9         2         1         9         1         8         2
Vardas5341           Pavarde5341                     10         9         7         7         9         1         8
Vardas5342           Pavarde5342                      2         2         6         3         7         2         8
Vardas5343           Pavarde5343                      5         3         8         9         5         6         8
Vardas5344           Pavarde5344                      2         8         5         9         4         8         1
Vardas5345           Pavarde5345                      1         4         3         8         3         9         8
Vardas5346           Pavarde5346                      9        10         2         6         8         8         4
Vardas5347           Pavarde5347                     10         3         9         4         3         1         4
Vardas5348           Pavarde5348                      2         9         2         4         5         3         8
Vardas5349           Pavarde5349                      8         1         1         9         1         7         1
Vardas5350           Pavarde5350                      6         7         4         2         3        10         1
Vardas5351           Pavarde5351                      7         4         7         7         8         3         2
Vardas5352           Pavarde5352                      7         6         2         6         1         7         5
Vardas5353           Pavarde5353                      7         8         9         4        10         3         7
Vardas5354           Pavarde5354                      6         4         2         9        10         2         7
Vardas5355           Pavarde5355                      2         3        10         8         5         9         5
Vardas5356           Pavarde5356                      4         4         4         5         4         6         9
Vardas5357           Pavarde5357                      2         6         8         6         3        10         3
Vardas5358           Pavarde5358                      7        10         3         1         7         9         8
Vardas5359           Pavarde5359                      5         2         6         4         9         3        10
Vardas5360           Pavarde5360                      9         5         3         7         5        10         6
Vardas5361           Pavarde5361                      4         9         3         4         1         4         3
Vardas5362           Pavarde5362                      6         4        10         4         8         3         2
Vardas5363           Pavarde5363                      3         8         5         6         6         5         6
Vardas5364           Pavarde5364                      3         8         4         7         1         4        10
Vardas5365           Pavarde5365                      3        10        10         9        10        10         1
Vardas5366           Pavarde5366                      8         1         5         8         2         4         3
Vardas5367           Pavarde5367                      1         7         2         4         5        10         1
Vardas5368           Pavarde5368                      9         1         5         1         8         2         5
Vardas5369           Pavarde5369                      2         6         8         6         9         5         8
Vardas5370           Pavarde5370                      5         4        10         1        10         7         2
Vardas5371           Pavarde5371                      3         9         3         7         8        10        10
Vardas5372           Pavarde5372                      4         3         3         6        10         7         5
Vardas5373           Pavarde5373                      5         8         4        10        10         1         1
Vardas5374           Pavarde5374                     10         4         3         9         1         3         3
Vardas5375           Pavarde5375                      3         1         2         3         5         3         1
Vardas5376           Pavarde5376                      2         7         5         5         8         4         6
Vardas5377           Pavarde5377                      4         4         5         5         3         1         5
Vardas5378           Pavarde5378                      2         3        10        10         3         1         4
Vardas5379           Pavarde5379                      3         5         9         9         4        10         1
Vardas5380           Pavarde5380                      2         9         5         6         7         6         6
Vardas5381           Pavarde5381                      3         4         8         4         9         3         2
Vardas5382           Pavarde5382                      5         8         1        10         8        10         7
Vardas5383           Pavarde5383                      9         3         5         1         3         4         7
Vardas5384           Pavarde5384                      3         5         3         8         1         6         1
Vardas5385           Pavarde5385                      7         6         1         9         5         3         2
Vardas5386           Pavarde5386                      1         7         7         1         5         7        10
Vardas5387           Pavarde5387                     10         7         2         5         9         6         2
Vardas5388           Pavarde5388                      7         8         8         2         4        10         8
Vardas5389           Pavarde5389                      2         1         2         7         5         9         8
Vardas5390           Pavarde5390                      9        10         9         5         4        10         5
Vardas5391           Pavarde5391                      6         4         9         9         4         6         1
Vardas5392           Pavarde5392                      3         8         5         4         4         7         2
Vardas5393           Pavarde5393                      7         2         8        10         5         7         9
Vardas5394           Pavarde5394                      4         7         7         9         1         7         2
Vardas5395           Pavarde5395                      2         1         1         7        10         7        10
Vardas5396           Pavarde5396                      4         2         1         4         5         3         5
Vardas5397           Pavarde5397                      3         1         1        10         9         1         8
Vardas5398           Pavarde5398                      3         9         1         9         4         2         1
Vardas5399           Pavarde5399                      3         4         9        10         3         1         6
Vardas5400           Pavarde5400                      9        10         8         8         6         3         3
Vardas5401           Pavarde5401                      1         8         3        10         4         6         9
Vardas5402           Pavarde5402                      1         7         4         4        10         4         5
Vardas5403           Pavarde5403                      4         2         4         2         9         9         6
Vardas5404           Pavarde5404                     10         7         5         2         2        10         5
Vardas5405           Pavarde5405                      5         7         3        10        10         1        10
Vardas5406           Pavarde5406                      6         9         9         6         8         8         2
Vardas5407           Pavarde5407                      5         3         8         1         7        10         7
Vardas5408           Pavarde5408                      2         7         2         4         6         1         5
Vardas5409           Pavarde5409                      3        10         5         1         1         8        10
Vardas5410           Pavarde5410                      7         8         4         4         9         4         7
Vardas5411           Pavarde5411                      2         1         3         3        10         9         4
Vardas5412           Pavarde5412                      4         5         2         4         7         8         3
Vardas5413           Pavarde5413                      2         5        10         5         5         5         3
Vardas5414           Pavarde5414                      7         4         4         3         1         7         8
Vardas5415           Pavarde5415                      3         8         1         4         3         7         2
Vardas5416           Pavarde5416                      5         3        10         1         2         6         4
Vardas5417           Pavarde5417                      4         2         9         2         5        10         3
Vardas5418           Pavarde5418                      5         6         7         7         8         4         3
Vardas5419           Pavarde5419                     10         9         9         9         8         3         3
Vardas5420           Pavarde5420                      9         8         3         4         7         3        10
Vardas5421           Pavarde5421                      6         1         7         4         7         6         5
Vardas5422           Pavarde5422                      5        10         4         4        10         5         4
Vardas5423           Pavarde5423                      1         4         6         9         5         2         7
Vardas5424           Pavarde5424                      6        10         7         9         8         6         5
Vardas5425           Pavarde5425                      5         6         4         6         8         2         7
Vardas5426           Pavarde5426                      8         1         6        10         6         7         8
Vardas5427           Pavarde5427                      1         8         7         2         4         9         7
Vardas5428           Pavarde5428                      9         8         9         3        10        10         6
Vardas5429           Pavarde5429                      1         7         4         4         1         9         7
Vardas5430           Pavarde5430                      9         5         7         8         7         5         7
Vardas5431           Pavarde5431                      3         2         7         3         3         2         7
Vardas5432           Pavarde5432                      8         1         4         8         2         4         1
Vardas5433           Pavarde5433                      2         4         3         8         1         6         4
Vardas5434           Pavarde5434                      7         4         7        10         2         6        10
Vardas5435           Pavarde5435                     10         3         4         7         3         3         9
Vardas5436           Pavarde5436                      5         9         9        10         6         2         5
Vardas5437           Pavarde5437                      5         6         9        10         9         9         8
Vardas5438           Pavarde5438                      4         6         1         9         3         6        10
Vardas5439           Pavarde5439                      4         4         2         2         1         6         5
Vardas5440           Pavarde5440                      1         2         5         5         2         9         7
Vardas5441           Pavarde5441                      9         5         1         4         8         8         4
Vardas5442           Pavarde5442                      1        10         8         6        10         7         8
Vardas5443           Pavarde5443                     10         2         1         8         2         1         6
Vardas5444           Pavarde5444                      3         9         4         9         9         5         1
Vardas5445           Pavarde5445                      8         4         2         5         4        10        10
Vardas5446           Pavarde5446                     10         7         2         6         9         7         9
Vardas5447           Pavarde5447                      3         2         4        10        10         9         3
Vardas5448           Pavarde5448                      6        10         1         4         6         1         3
Vardas5449           Pavarde5449                      9         4         8         7         2         7         9
Vardas5450           Pavarde5450                     10         8         1        10         3         2         6
Vardas5451           Pavarde5451                      8        10         2         1         3         5         8
Vardas5452           Pavarde5452                      1         7         1         7         2         8         6
Vardas5453           Pavarde5453                      7         6         3         4         7         4         6
Vardas5454           Pavarde5454                      8        10         1         8         8        10         7
Vardas5455           Pavarde5455                      1         3         1         2         8         1         3
Vardas5456           Pavarde5456                      2         8         1         3         7        10         9
Vardas5457           Pavarde5457                      7         3         8        10         7         7         1
Vardas5458           Pavarde5458                      5         7         7         9         4         1         7
Vardas5459           Pavarde5459                      7         3         4         7         4        10         4
Vardas5460           Pavarde5460                      7         1         4         6        10         2         3
Vardas5461           Pavarde5461                      1         3         2         6         5         8         8
Vardas5462           Pavarde5462                      7         9         2         6         8        10         7
Vardas5463           Pavarde5463                      2         2         4         7         8        10         5
Vardas5464           Pavarde5464                      9         1         5         1         2         3         6
Vardas5465           Pavarde5465                      6        10         2         8         7         4         1
Vardas5466           Pavarde5466                     10         4         5         5         9         4         2
Vardas5467           Pavarde5467                      7        10         7         6         6         1         6
Vardas5468           Pavarde5468                      9         8         3         9         7         4        10
Vardas5469           Pavarde5469                      3         5         4         8         2         5         2
Vardas5470           Pavarde5470                      1         8         8        10         2         2         3
Vardas5471           Pavarde5471                      5        10         2         8         5         7        10
Vardas5472           Pavarde5472                      1        10         2         8         1        10         5
Vardas5473           Pavarde5473                      2         3         7         3        10         2         1
Vardas5474           Pavarde5474                      1         2         8        10         5         9         3
Vardas5475           Pavarde5475                      6         3         4         3         7         6         6
Vardas5476           Pavarde5476                      6         1         7         6         5         1         9
Vardas5477           Pavarde5477                      2         2         8         7         8         8         2
Vardas5478           Pavarde5478                      4        10         2         7         1         9         7
Vardas5479           Pavarde5479                      9         7         7         4         4         9         9
Vardas5480           Pavarde5480                     10         6         5         5         4         9         8
Vardas5481           Pavarde5481                      9         2         6         2         1         3         9
Vardas5482           Pavarde5482                      9         5         7         5         4         3         1
Vardas5483           Pavarde5483                      5         9         9         4         4         3         6
Vardas5484           Pavarde5484                      4         8         9        10        10         7         1
Vardas5485           Pavarde5485                      6         4         6         2         9         6         4
Vardas5486           Pavarde5486                      9         5         6         4         1         8         4
Vardas5487           Pavarde5487                      7        10         6         8         5         8         3
Vardas5488           Pavarde5488                      2         5         8        10         6         8         6
Vardas5489           Pavarde5489                      6         8         7         2         7         4         3
Vardas5490           Pavarde5490                     10         2         6         1         4         9        10
Vardas5491           Pavarde5491                      6        10         6         9         5         8         4
Vardas5492           Pavarde5492                      4         5         5        10         5         3         1
Vardas5493           Pavarde5493                      9         6        10         2         1         5         9
Vardas5494           Pavarde5494                      3         5         1         8         6        10         3
Vardas5495           Pavarde5495                      9         7         2         3         7         3         4
Vardas5496           Pavarde5496                      9        10         7         4         2         8         9
Vardas5497           Pavarde5497                      1         7         4         2         3         5         3
Vardas5498           Pavarde5498                      8         2         1         2        10         4         2
Vardas5499           Pavarde5499                      9         4         8         8         8         7         1
Vardas5500           Pavarde5500                      2        10         7        10         8         9         3
Vardas5501           Pavarde5501                      8         7         1         6         1         8         7
Vardas5502           Pavarde5502                      3         6         9         6         1         5         6
Vardas5503           Pavarde5503                     10         9         7        10        10        10         3
Vardas5504           Pavarde5504                      3        10         8         9         8         3         8
Vardas5505           Pavarde5505                      2         6         4         1         4         3         1
Vardas5506           Pavarde5506                     10         9         2         7         8         9         6
Vardas5507           Pavarde5507                      3         4         1         7         8        10         9
Vardas5508           Pavarde5508                     10        10         3         4         2         2         2
Vardas5509           Pavarde5509                      2         4         1         8        10         4         4
Vardas5510           Pavarde5510                      3         2         9         2         1         5         4
Vardas5511           Pavarde5511                      2         1         4         9         7        10         7
Vardas5512           Pavarde5512                      6         5         3         6         8         4         2
Vardas5513           Pavarde5513                      9         1        10         9         7         6         5
Vardas5514           Pavarde5514                      4         6        10         4         3         1         7
Vardas5515           Pavarde5515                      6         4         3         5         8         7         8
Vardas5516           Pavarde5516                      8         9         2        10         4         7         1
Vardas5517           Pavarde5517                      6         5         5        10         1        10         8
Vardas5518           Pavarde5518                      1         7         2         2        10         3        10
Vardas5519           Pavarde5519                      5        10        10         4         9         2         1
Vardas5520           Pavarde5520                      3         7         2         6         9         2        10
Vardas5521           Pavarde5521                      1         5         1         9         4         6        10
Vardas5522           Pavarde5522                      9         9         7         2         7         3         6
Vardas5523           Pavarde5523                      5         7         5         8         8         3         5
Vardas5524           Pavarde5524                      7         1         9         6         5        10         4
Vardas5525           Pavarde5525                      9         8         7         9         3         4         4
Vardas5526           Pavarde5526                      1         8         1         4         5         3         4
Vardas5527           Pavarde5527                      4         1         4         9         8         4         9
Vardas5528           Pavarde5528                      2         6         5         1         1         5         6
Vardas5529           Pavarde5529                      6         8         3         6         7         2         8
Vardas5530           Pavarde5530                      3         1         1         1         2         5         5
Vardas5531           Pavarde5531                      8         5         8         6         5         2         8
Vardas5532           Pavarde5532                      5         2         5         1         9         7         9
Vardas5533           Pavarde5533                      2         1         2         4         3         8         9
Vardas5534           Pavarde5534                      8         3         1         5         8         1         5
Vardas5535           Pavarde5535                      5         8         5         2         1         8         2
Vardas5536           Pavarde5536                     10        10         9         5         1         1         1
Vardas5537           Pavarde5537                      8         5         4         4         3         1         2
Vardas5538           Pavarde5538                      6         5         7         3         7         5         7
Vardas5539           Pavarde5539                      8         3         9         1         9         5         4
Vardas5540           Pavarde5540                      1         4         3         2        10         3         1
Vardas5541           Pavarde5541                      5         3         1         7         6         1         8
Vardas5542           Pavarde5542                      2         5         6         5         3         2         9
Vardas5543           Pavarde5543                     10         7         4         5         5         8         4
Vardas5544           Pavarde5544                      5         2         2         1         9         1         8
Vardas5545           Pavarde5545                      1         8         5         7         6         1         7
Vardas5546           Pavarde5546                      9         1         2         8         2         4         9
Vardas5547           Pavarde5547                      8         7         8         9         5         3         1
Vardas5548           Pavarde5548                      5         5         7        10         7         7         1
Vardas5549           Pavarde5549                     10         5         1         1         1         2         1
Vardas5550           Pavarde5550                      9         9        10         1         6         9         8
Vardas5551           Pavarde5551                      7         7         3         4         2         2         2
Vardas5552           Pavarde5552                      1         5         9         6        10         7        10
Vardas5553           Pavarde5553                     10         1         7        10         2         4        10
Vardas5554           Pavarde5554                      2         4         6         8         1         3         3
Vardas5555           Pavarde5555                      5         8         4         4         5         9        10
Vardas5556           Pavarde5556                      3         5         4         5         4        10         7
Vardas5557           Pavarde5557                      3        10         6         3        10         5         9
Vardas5558           Pavarde5558                      9         4         5         6         9         5         9
Vardas5559           Pavarde5559                      8         2         8         6        10         4         8
Vardas5560           Pavarde5560                      4         9         1        10         6         6         5
Vardas5561           Pavarde5561                      6         7         1         4         7         5         1
Vardas5562           Pavarde5562                      4         4         6        10         9        10         4
Vardas5563           Pavarde5563                      9         8         3         4         8         9         3
Vardas5564           Pavarde5564                      8         4         7         2         5         5         7
Vardas5565           Pavarde5565                      3         3         4         6        10         4         7
Vardas5566           Pavarde5566                      1         3         6         3         7         6         7
Vardas5567           Pavarde5567                      8         2         4         5         8         2        10
Vardas5568           Pavarde5568                      4         6         3         8        10         4         4
Vardas5569           Pavarde5569                      1         1         1         4         5         6         4
Vardas5570           Pavarde5570                      3         1         7        10         8         4        10
Vardas5571           Pavarde5571                     10         5         6        10         9         4         1
Vardas5572           Pavarde5572                      2         4         4         6         2         1         3
Vardas5573           Pavarde5573                      4         9         7         3         3         2         3
Vardas5574           Pavarde5574                      5         6         8         6         9         8         6
Vardas5575           Pavarde5575                      7         4         1         5         4         7        10
Vardas5576           Pavarde5576                      1         7         3         8         7         3         4
Vardas5577           Pavarde5577                     10         9         7         6         7         4         4
Vardas5578           Pavarde5578                      1         3         5         2         3         8         9
Vardas5579           Pavarde5579                      1         1         1         7         3         2         3
Vardas5580           Pavarde5580                     10         9         7         2         1         7         3
Vardas5581           Pavarde5581                      5         2         7         7         3         6        10
Vardas5582           Pavarde5582                      7         8         1         2         7         1         3
Vardas5583           Pavarde5583                     10        10         9         1         9         1         8
Vardas5584           Pavarde5584                      3         5         8         3        10         8        10
Vardas5585           Pavarde5585                      2         3         9         2         9         2        10
Vardas5586           Pavarde5586                      6         3         7         7         1         3         7
Vardas5587           Pavarde5587                      3         4         8        10         7         6         8
Vardas5588           Pavarde5588                      3         8         8         6         1         8         1
Vardas5589           Pavarde5589                      6        10         5         5         9         1        10
Vardas5590           Pavarde5590                      7         9         4         8         9         9         3
Vardas5591           Pavarde5591                      5         2         6         1         8         8         7
Vardas5592           Pavarde5592                      5         6         5         5         5         5         8
Vardas5593           Pavarde5593                      8         1         6         8         8         6         3
Vardas5594           Pavarde5594                      9         2         9         3        10         7         4
Vardas5595           Pavarde5595                      7        10         2         9         2         5         3
Vardas5596           Pavarde5596                      4         1         3         7        10         8         1
Vardas5597           Pavarde5597                      5         3         6         5         4         6         4
Vardas5598           Pavarde5598                      9         9         7         4         6         8         9
Vardas5599           Pavarde5599                      3         3         5        10         3         5         6
Vardas5600           Pavarde5600                      9         7         7         5         7         2         5
Vardas5601           Pavarde5601                      1         9         5         1         5        10         2
Vardas5602           Pavarde5602                      1         7         3         3         4         1         5
Vardas5603           Pavarde5603                      5        10         8         3         6         1         5
Vardas5604           Pavarde5604                      6         2         7         8         5         6         5
Vardas5605           Pavarde5605                      8         9         9         2         5         2         9
Vardas5606           Pavarde5606                      7         2         1         8         8         9         3
Vardas5607           Pavarde5607                     10         9         8         6         3         2         7
Vardas5608           Pavarde5608                      5         5         6         8         6         9         9
Vardas5609           Pavarde5609                      1         4        10         5         8         6         4
Vardas5610           Pavarde5610                      7        10         9         8         4         6         9
Vardas5611           Pavarde5611                      1         7         2         1         7        10         8
Vardas5612           Pavarde5612                      8         7         2         9         5         3         4
Vardas5613           Pavarde5613                      2         2        10         6         3         9         6
Vardas5614           Pavarde5614                      4        10         1         7         3         6         8
Vardas5615           Pavarde5615                      7         3         1         9         5        10         4
Vardas5616           Pavarde5616                      6        10         6         7         8         2         1
Vardas5617           Pavarde5617                     10         1         1         5         2         5         7
Vardas5618           Pavarde5618                      4         2         3         4         8         3         5
Vardas5619           Pavarde5619                      8         6         5         3         8         4         5
Vardas5620           Pavarde5620                      8         3         6         8        10         6         5
Vardas5621           Pavarde5621                      3        10         2         3         2         2         6
Vardas5622           Pavarde5622                      2         6         1         5         6         4         6
Vardas5623           Pavarde5623                      9         3         1         5         3         1         4
Vardas5624           Pavarde5624                      9         4         8         5        10         6        10
Vardas5625           Pavarde5625                      4         9         5         2         6         9         6
Vardas5626           Pavarde5626                      8         4         1         3         8         4        10
Vardas5627           Pavarde5627                      4         3         1         5         2         5         5
Vardas5628           Pavarde5628                      3         3         6         1        10         2         3
Vardas5629           Pavarde5629                      7         6         8         2         3         1         4
Vardas5630           Pavarde5630                      3         4         5         9         4         9         2
Vardas5631           Pavarde5631                     10         9         8         1         6         9         6
Vardas5632           Pavarde5632                      7         8        10         8         2         4         3
Vardas5633           Pavarde5633                      8         5         5         3         9         8         4
Vardas5634           Pavarde5634                      3         4         1         9         4         5         2
Vardas5635           Pavarde5635                      3         1         8        10         6         6         1
Vardas5636           Pavarde5636                      2         7         8         9         3         6         9
Vardas5637           Pavarde5637                      7         4         6         1         3         7         8
Vardas5638           Pavarde5638                      9         7         5         9         2        10         2
Vardas5639           Pavarde5639                      7         5         9         1         4         4         8
Vardas5640           Pavarde5640                      1         2         1         1         2         2         1
Vardas5641           Pavarde5641                      8         6         2        10         9         6         9
Vardas5642           Pavarde5642                      2         1         1         3         4         8         2
Vardas5643           Pavarde5643                      3         8         9         9         9         2         7
Vardas5644           Pavarde5644                      1         4         6         4         2         7         1
Vardas5645           Pavarde5645                      4         7         9         9         2         7         5
Vardas5646           Pavarde5646                      3         3         9         7         5         8         1
Vardas5647           Pavarde5647                      3         1         3         9         1         7         1
Vardas5648           Pavarde5648                      2         6         6         4         5         8         2
Vardas5649           Pavarde5649                     10         8         6         9         5         2         6
Vardas5650           Pavarde5650                      9         9         5         2         9         4         8
Vardas5651           Pavarde5651                      7         3         7         5         4         3         4
Vardas5652           Pavarde5652                      1         1        10         2         4        10         1
Vardas5653           Pavarde5653                      3         3        10         7         6         5         1
Vardas5654           Pavarde5654                      4         4         1         8         3         6         2
Vardas5655           Pavarde5655                      9         5         4         7         3         8         8
Vardas5656           Pavarde5656                      1         2         2         1         5        10         2
Vardas5657           Pavarde5657                     10         6         4         8         2         6         6
Vardas5658           Pavarde5658                      2         5         6         2         7         5         5
Vardas5659           Pavarde5659                      7         2         9         5         4         8         3
Vardas5660           Pavarde5660                      2         3         7         6        10         6         4
Vardas5661           Pavarde5661                      6         7         8         9         2         8         6
Vardas5662           Pavarde5662                      4         4         5         8         5         3         1
Vardas5663           Pavarde5663                      4         4         5         1        10         8        10
Vardas5664           Pavarde5664                      3         5         2         2         8         2         9
Vardas5665           Pavarde5665                      5         4         8        10         1        10         4
Vardas5666           Pavarde5666                      9         4        10        10         4        10         4
Vardas5667           Pavarde5667                      8         8         1         4         3         7         6
Vardas5668           Pavarde5668                      9         5         9         3         2         7         7
Vardas5669           Pavarde5669                      9         7         6         6         3         2         7
Vardas5670           Pavarde5670                      2         9         7         1         3         6         3
Vardas5671           Pavarde5671                      3         2         2        10         9         9         3
Vardas5672           Pavarde5672                      8         2         9         7        10         5         9
Vardas5673           Pavarde5673                      2         7         2         9         9         5         4
Vardas5674           Pavarde5674                      2         3         7         2         7         6         9
Vardas5675           Pavarde5675                      1         9         7         5         8         4         6
Vardas5676           Pavarde5676                      9        10         9        10         3         4         1
Vardas5677           Pavarde5677                      4         5         8         4         8        10         7
Vardas5678           Pavarde5678                      5         6         2         2         3         4         1
Vardas5679           Pavarde5679                      5         8        10         8         9         8         9
Vardas5680           Pavarde5680                      1         3         5         7         9         3         7
Vardas5681           Pavarde5681                      8         9         7         8         7         6        10
Vardas5682           Pavarde5682                      1         9         2         9        10         6         9
Vardas5683           Pavarde5683                      7         9         5         8         5         7        10
Vardas5684           Pavarde5684                      8        10         6         4         6         4         2
Vardas5685           Pavarde5685                     10         4         3         5         7         8        10
Vardas5686           Pavarde5686                     10        10         8         1        10         3         6
Vardas5687           Pavarde5687                      6         1         4         4         2         4         8
Vardas5688           Pavarde5688                      9         5        10         6         5         2        10
Vardas5689           Pavarde5689                      4         8        10         8         1         9         9
Vardas5690           Pavarde5690                      7         8        10         4         8         8         4
Vardas5691           Pavarde5691                      9         7         5         3         9         1         4
Vardas5692           Pavarde5692                      8         7         2        10         4        10         4
Vardas5693           Pavarde5693                      9         8        10         8         7         7         7
Vardas5694           Pavarde5694                      8         8         5         1         3         2         8
Vardas5695           Pavarde5695                      1         9         9        10         5         2         2
Vardas5696           Pavarde5696                      6         1         7         8         1         3         4
Vardas5697           Pavarde5697                      3         1         7        10         4         6         5
Vardas5698           Pavarde5698                      5         8         2         9         9         9         7
Vardas5699           Pavarde5699                     10         4         6         6         4         1         8
